year,date,team_a,team_b,score_a,score_b,venue,notes
1981,10/17,Boston College,Navy,10,25,,
1981,10/24,Army,Boston College,6,41,,
1981,10/31,Boston College,Pittsburgh,24,29,,
1981,11/7,Boston College,Massachusetts,52,22,,
1981,11/14,Boston College,Syracuse,17,27,,
1981,11/21,Boston College,Rutgers,27,21,,
1981,11/28,Boston College,Holy Cross,28,24,,
1980,9/13,Boston College,Pittsburgh,6,14,,
1980,9/20,Boston College,Stanford,30,13,,
1980,9/27,Boston College,Villanova,9,20,,
1980,10/4,Boston College,Navy,0,21,,
1980,10/11,Boston College,Yale,27,9,,
1980,10/18,Boston College,Florida State,7,41,,
1980,10/25,Army,Boston College,14,30,,
1980,11/1,Air Force,Boston College,0,23,,
1980,11/15,Boston College,Syracuse,27,16,,
1980,11/22,Boston College,Massachusetts,13,12,,
1980,11/29,Boston College,Holy Cross,27,26,,
1979,9/15,Boston College,Tennessee,16,28,,
1979,9/22,Boston College,Villanova,34,7,,
1979,9/29,Boston College,Stanford,14,33,,
1979,10/6,Boston College,Pittsburgh,7,28,,
1979,10/13,Boston College,West Virginia,18,20,,
1979,10/20,Boston College,Miami (Florida),8,19,,
1979,10/27,Army,Boston College,16,29,,
1979,11/3,Boston College,Tulane,8,43,,
1979,11/17,Boston College,Syracuse,27,10,"@ Ithaca, NY",
1979,11/24,Boston College,Massachusetts,41,3,,
1979,12/1,Boston College,Holy Cross,13,10,,
1978,9/16,Air Force,Boston College,18,7,,
1978,9/23,Boston College,Texas A&M,2,37,,
1978,9/30,Boston College,Navy,8,19,,
1978,10/7,Boston College,Pittsburgh,15,32,,
1978,10/14,Boston College,Tulane,3,9,,
1978,11/4,Boston College,Villanova,16,28,,
1978,11/11,Army,Boston College,29,26,,
1978,11/18,Boston College,Syracuse,23,37,,
1978,11/25,Boston College,Massachusetts,0,27,,
1978,12/2,Boston College,Holy Cross,29,30,,
1978,12/10,Boston College,Temple,24,28,"@ Tokyo, Japan",Mirage Bowl
1977,9/10,Boston College,Texas,0,44,,
1977,9/17,Boston College,Tennessee,18,24,,
1977,9/24,Army,Boston College,28,49,,
1977,10/1,Boston College,Pittsburgh,7,45,,
1977,10/8,Boston College,Tulane,30,28,,
1977,10/15,Boston College,West Virginia,28,24,,
1977,10/22,Boston College,Villanova,17,0,,
1977,10/29,Air Force,Boston College,14,36,,
1977,11/12,Boston College,Syracuse,3,20,,
1977,11/19,Boston College,Massachusetts,34,7,,
1977,11/26,Boston College,Holy Cross,20,35,,
1976,9/11,Boston College,Texas,14,13,,
1976,9/25,Boston College,Tulane,27,3,,
1976,10/2,Boston College,Navy,17,13,,
1976,10/9,Boston College,Florida State,9,28,,
1976,10/16,Boston College,West Virginia,14,3,,
1976,10/23,Army,Boston College,10,27,,
1976,10/30,Boston College,Villanova,3,22,,
1976,11/6,Boston College,Miami (Florida),6,13,,
1976,11/13,Boston College,Syracuse,28,14,,
1976,11/20,Boston College,Massachusetts,35,0,,
1976,11/27,Boston College,Holy Cross,59,6,,
1975,9/15,Boston College,Notre Dame,3,17,"@ Foxborough, MA",
1975,9/20,Boston College,Temple,27,9,,
1975,9/27,Boston College,West Virginia,18,35,,
1975,10/4,Boston College,Villanova,41,12,,
1975,10/11,Boston College,Tulane,7,17,,
1975,10/18,Boston College,Navy,17,3,,
1975,10/25,Boston College,Syracuse,14,22,,
1975,11/1,Boston College,Miami (Florida),21,7,,
1975,11/8,Army,Boston College,0,31,,
1975,11/22,Boston College,Massachusetts,24,14,,
1975,11/29,Boston College,Holy Cross,24,10,,
1974,9/14,Boston College,Texas,19,42,,
1974,9/28,Boston College,Temple,7,34,,
1974,10/5,Boston College,Navy,37,0,,
1974,10/12,Boston College,William & Mary,31,16,,
1974,10/19,Boston College,Pittsburgh,11,35,,
1974,10/26,Boston College,Villanova,55,7,,
1974,11/2,Boston College,West Virginia,35,3,,
1974,11/9,Boston College,Tulane,27,3,,
1974,11/16,Boston College,Syracuse,45,0,,
1974,11/23,Boston College,Massachusetts,70,8,,
1974,11/30,Boston College,Holy Cross,38,6,,
1973,9/15,Boston College,Temple,45,0,,
1973,9/22,Boston College,Tulane,16,21,,
1973,9/29,Boston College,Texas A&M,32,24,,
1973,10/6,Boston College,Navy,44,7,,
1973,10/12,Boston College,Miami (Florida),10,15,,
1973,10/20,Boston College,Pittsburgh,14,28,,
1973,10/27,Boston College,Villanova,11,7,,
1973,11/10,Boston College,West Virginia,25,13,,
1973,11/17,Boston College,Syracuse,13,24,,
1973,11/24,Boston College,Massachusetts,59,14,,
1973,12/1,Boston College,Holy Cross,42,21,,
1972,9/16,Boston College,Tulane,0,10,,
1972,9/23,Boston College,Temple,49,27,,
1972,9/30,Boston College,Navy,20,27,,
1972,10/7,Boston College,Villanova,21,20,,
1972,10/14,Air Force,Boston College,13,9,,
1972,10/21,Boston College,Pittsburgh,20,35,,
1972,11/4,Boston College,Syracuse,37,0,,
1972,11/11,Boston College,Georgia Tech,10,42,,
1972,11/18,Boston College,Penn State,26,45,,
1972,11/25,Boston College,Massachusetts,7,28,,
1972,12/2,Boston College,Holy Cross,41,11,,
1971,9/11,Boston College,West Virginia,14,45,,
1971,9/18,Boston College,Temple,17,3,,
1971,9/25,Boston College,Navy,49,6,,
1971,10/2,Boston College,Richmond,24,0,,
1971,10/9,Boston College,Villanova,23,7,,
1971,10/16,Boston College,Texas Tech,6,14,,
1971,10/23,Boston College,Pittsburgh,40,22,,
1971,11/6,Boston College,Syracuse,10,3,,
1971,11/13,Boston College,Northern Illinois,20,10,,
1971,11/20,Boston College,Massachusetts,35,0,,
1971,11/27,Boston College,Holy Cross,21,7,"@ Foxborough, MA",
1970,9/19,Boston College,Villanova,28,21,,
1970,9/26,Boston College,Navy,28,14,,
1970,10/3,Boston College,Virginia Military Institute,56,3,,
1970,10/10,Boston College,Penn State,3,28,,
1970,10/24,Air Force,Boston College,35,10,,
1970,10/31,Army,Boston College,13,21,,
1970,11/7,Boston College,Buffalo,65,12,,
1970,11/14,Boston College,Pittsburgh,21,6,,
1970,11/21,Boston College,Massachusetts,21,10,,
1970,11/28,Boston College,Holy Cross,54,0,,
1969,9/27,Boston College,Navy,21,14,,
1969,10/4,Boston College,Tulane,28,24,,
1969,10/18,Boston College,Villanova,6,24,,
1969,10/25,Army,Boston College,38,7,,
1969,11/1,Boston College,Penn State,16,38,,
1969,11/8,Boston College,Buffalo,21,35,,
1969,11/15,Boston College,Virginia Military Institute,49,32,,
1969,11/22,Boston College,Massachusetts,35,30,,
1969,11/29,Boston College,Syracuse,35,10,,
1968,9/28,Boston College,Navy,49,15,,
1968,10/5,Boston College,Buffalo,31,12,,
1968,10/12,Boston College,Villanova,28,15,,
1968,10/19,Boston College,Tulane,14,28,,
1968,10/26,Boston College,Penn State,0,29,,
1968,11/9,Army,Boston College,58,25,,
1968,11/16,Boston College,Virginia Military Institute,45,13,,
1968,11/23,Boston College,Massachusetts,21,6,,
1968,11/30,Boston College,Holy Cross,40,20,,
1967,9/23,Boston College,Villanova,27,24,,
1967,9/30,Army,Boston College,21,10,,
1967,10/14,Boston College,Penn State,28,50,,
1967,10/21,Boston College,Buffalo,14,26,,
1967,10/28,Boston College,Maine,56,0,,
1967,11/4,Boston College,Cincinnati,21,27,,
1967,11/11,Boston College,Virginia Military Institute,13,26,,
1967,11/18,Boston College,Syracuse,20,32,,
1967,11/25,Boston College,Massachusetts,25,0,,
1967,12/2,Boston College,Holy Cross,13,6,,
1966,9/17,Boston College,Navy,7,27,,
1966,9/24,Boston College,Ohio,14,23,,
1966,10/1,Boston College,Virginia Military Institute,14,0,,
1966,10/8,Boston College,Penn State,21,30,,
1966,10/15,Boston College,Syracuse,0,30,,
1966,10/22,Boston College,Buffalo,22,21,,
1966,11/5,Boston College,William & Mary,15,13,,
1966,11/12,Boston College,Villanova,0,19,,
1966,11/19,Boston College,Massachusetts,14,7,,
1966,11/26,Boston College,Holy Cross,26,32,,
1965,9/18,Boston College,Buffalo,18,6,,
1965,9/25,Boston College,Villanova,28,0,,
1965,10/2,Army,Boston College,10,0,,
1965,10/9,Boston College,Penn State,0,17,,
1965,10/23,Boston College,Richmond,38,7,,
1965,10/30,Boston College,Virginia Military Institute,41,12,,
1965,11/5,Boston College,Miami (Florida),6,27,,
1965,11/13,Boston College,William & Mary,30,17,,
1965,11/20,Boston College,Syracuse,13,21,,
1965,11/27,Boston College,Holy Cross,35,0,,
1964,9/19,Boston College,Syracuse,21,14,,
1964,9/26,Army,Boston College,19,13,,
1964,10/10,Boston College,Tennessee,14,16,,
1964,10/17,Boston College,Cincinnati,10,0,,
1964,10/24,Air Force,Boston College,7,13,,
1964,11/7,Boston College,Villanova,8,7,,
1964,11/13,Boston College,Miami (Florida),6,30,,
1964,11/21,Boston College,Detroit Mercy,17,9,,
1964,11/28,Boston College,Holy Cross,10,8,,
1963,9/21,Boston College,Syracuse,21,32,,
1963,9/28,Boston College,Wichita State,22,16,,
1963,10/4,Boston College,Detroit Mercy,20,12,,
1963,10/12,Boston College,Villanova,34,0,,
1963,10/26,Air Force,Boston College,34,7,,
1963,11/2,Boston College,Vanderbilt,19,6,,
1963,11/9,Boston College,Buffalo,15,0,,
1963,11/16,Boston College,Virginia,30,21,,
1963,11/30,Boston College,Holy Cross,0,9,,
1962,9/22,Boston College,Detroit Mercy,27,0,,
1962,9/29,Boston College,Villanova,28,13,,
1962,10/6,Boston College,Virginia Military Institute,18,0,,
1962,10/13,Boston College,Syracuse,0,12,,
1962,10/20,Boston College,Navy,6,26,,
1962,10/27,Boston College,Houston,14,0,,
1962,11/3,Boston College,Vanderbilt,27,22,,
1962,11/10,Boston College,Texas Tech,42,13,,
1962,11/17,Boston College,Boston University,41,25,,
1962,12/1,Boston College,Holy Cross,48,12,,
1961,9/23,Boston College,Cincinnati,23,0,,
1961,9/30,Boston College,Northwestern,0,45,,
1961,10/7,Boston College,Houston,0,21,,
1961,10/13,Boston College,Detroit Mercy,3,20,,
1961,10/21,Boston College,Villanova,22,6,,
1961,11/4,Boston College,Iowa State,14,10,,
1961,11/11,Boston College,Texas Tech,6,14,,
1961,11/18,Boston College,Boston University,10,7,,
1961,11/25,Boston College,Syracuse,13,28,,
1961,12/2,Boston College,Holy Cross,26,38,,
1960,9/17,Boston College,Navy,7,22,,
1960,9/24,Army,Boston College,20,7,,
1960,10/8,Boston College,Marquette,12,13,,
1960,10/15,Boston College,Detroit Mercy,17,19,,
1960,10/22,Boston College,Virginia Military Institute,14,14,,
1960,10/28,Boston College,Miami (Florida),7,10,,
1960,11/5,Boston College,Villanova,20,6,,
1960,11/12,Boston College,Boston University,23,14,,
1960,11/19,Boston College,Clemson,25,14,,
1960,11/26,Boston College,Holy Cross,12,16,,
1959,9/19,Boston College,Navy,8,24,,
1959,9/26,Army,Boston College,44,8,,
1959,10/10,Boston College,Villanova,39,6,,
1959,10/17,Boston College,Dartmouth,35,12,,
1959,10/25,Boston College,Marquette,16,0,,
1959,10/30,Boston College,Detroit Mercy,21,9,,
1959,11/7,Boston College,Pittsburgh,14,22,,
1959,11/14,Boston College,Boston University,7,26,,
1959,11/29,Boston College,Holy Cross,14,0,,
1958,9/20,Boston College,Scranton,48,0,,
1958,9/27,Boston College,Syracuse,14,24,,
1958,10/4,Boston College,Villanova,19,21,,
1958,10/18,Boston College,Marquette,21,13,,
1958,10/25,Boston College,Miami (Florida),6,2,,
1958,11/1,Boston College,Pacific,25,12,,
1958,11/8,Boston College,Detroit Mercy,40,0,,
1958,11/15,Boston College,Boston University,18,13,,
1958,11/22,Boston College,Clemson,12,34,,
1958,12/6,Boston College,Holy Cross,26,8,,
1957,9/21,Boston College,Navy,6,46,,
1957,9/28,Boston College,Florida State,20,7,,
1957,10/5,Boston College,Quantico Marines,13,7,,
1957,10/12,Boston College,Dayton,41,14,,
1957,10/19,Boston College,Villanova,12,9,,
1957,10/26,Boston College,Detroit Mercy,20,16,,
1957,11/9,Boston College,Boston University,27,2,,
1957,11/16,Boston College,Marquette,19,14,,
1957,11/30,Boston College,Holy Cross,0,14,,
1956,10/5,Boston College,Miami (Florida),6,27,,
1956,10/13,Boston College,Marquette,26,19,,
1956,10/20,Boston College,Rutgers,32,0,,
1956,10/28,Boston College,Detroit Mercy,7,12,,
1956,11/2,Boston College,Villanova,7,6,,
1956,11/10,Boston College,Quantico Marines,6,20,,
1956,11/18,Boston College,Boston University,13,0,,
1956,11/24,Boston College,Brandeis,52,0,,
1956,12/1,Boston College,Holy Cross,0,7,"@ Boston, MA",
1955,9/24,Boston College,Brandeis,27,0,,
1955,10/8,Boston College,Villanova,28,14,,
1955,10/15,Boston College,Detroit Mercy,23,0,,
1955,10/21,Boston College,Marquette,13,13,,
1955,10/29,Boston College,Xavier,12,19,,
1955,11/4,Boston College,Miami (Florida),7,14,,
1955,11/12,Boston College,Boston University,40,12,,
1955,11/26,Boston College,Holy Cross,26,7,"@ Boston, MA",
1954,9/25,Boston College,Detroit Mercy,12,7,,
1954,10/2,Boston College,Temple,12,9,,
1954,10/9,Boston College,Virginia Military Institute,44,0,,
1954,10/16,Boston College,Fordham,21,7,"@ New York, NY",
1954,10/23,Boston College,Springfield,42,6,,
1954,10/31,Boston College,Xavier,14,19,,
1954,11/5,Boston College,Marquette,13,7,,
1954,11/13,Boston College,Boston University,7,6,,
1954,11/27,Boston College,Holy Cross,31,13,"@ Boston, MA",
1953,9/26,Boston College,Clemson,14,14,,
1953,10/3,Boston College,Louisiana State,6,42,,
1953,10/11,Boston College,Villanova,7,15,,
1953,10/16,Boston College,Fordham,20,13,"@ New York, NY",
1953,10/25,Boston College,Xavier,31,14,,
1953,10/31,Boston College,Richmond,0,14,,
1953,11/7,Boston College,Wake Forest,20,7,,
1953,11/15,Boston College,Detroit Mercy,33,20,,
1953,11/28,Boston College,Holy Cross,6,0,"@ Boston, MA",
1952,9/26,Boston College,Richmond,14,7,,
1952,10/4,Boston College,Wake Forest,7,7,"@ Winston-Salem, NC",
1952,10/10,Boston College,Drake,20,14,,
1952,10/17,Boston College,Villanova,7,28,,
1952,10/24,Boston College,Fordham,14,13,"@ Boston, MA",
1952,10/31,Boston College,Clemson,0,13,,
1952,11/7,Boston College,Detroit Mercy,23,20,,
1952,11/15,Boston College,Xavier,0,6,,
1952,11/28,Boston College,Holy Cross,7,21,"@ Boston, MA",
1951,9/21,Boston College,Wake Forest,6,20,,
1951,10/5,Boston College,Mississippi,7,34,"@ Memphis, TN",
1951,10/12,Boston College,Fordham,19,35,"@ Boston, MA",
1951,10/19,Boston College,Detroit Mercy,13,19,,
1951,10/27,Boston College,Georgia,28,35,,
1951,11/2,Boston College,Richmond,21,7,,
1951,11/10,Boston College,Clemson,2,21,,
1951,11/17,Boston College,Villanova,20,13,,
1951,12/1,Boston College,Holy Cross,19,14,"@ Boston, MA",
1950,9/22,Boston College,Wake Forest,7,7,,
1950,9/30,Boston College,Oklahoma,0,28,,
1950,10/7,Boston College,Mississippi,0,54,,
1950,10/13,Boston College,Fordham,6,26,"@ Boston, MA",
1950,10/20,Boston College,Georgetown,10,20,,
1950,10/27,Boston College,Georgia,7,19,,
1950,11/4,Boston College,Penn State,13,20,,
1950,11/11,Boston College,Clemson,14,35,,
1950,11/18,Boston College,Villanova,7,29,,
1950,12/2,Boston College,Holy Cross,14,32,"@ Boston, MA",
1949,9/23,Boston College,Oklahoma,0,46,,
1949,9/30,Boston College,Wake Forest,13,7,,
1949,10/8,Boston College,Penn State,14,32,,
1949,10/14,Boston College,Mississippi,25,25,,
1949,10/21,Boston College,Georgetown,7,10,,
1949,10/28,Boston College,Villanova,14,28,,
1949,11/5,Boston College,Clemson,40,27,,
1949,11/12,Boston College,Fordham,20,12,"@ Boston, MA",
1949,11/26,Boston College,Holy Cross,76,0,"@ Boston, MA",
1948,9/24,Boston College,Wake Forest,26,9,,
1948,10/1,Boston College,Georgetown,13,6,,
1948,10/9,Boston College,St. Bonaventure,7,7,,
1948,10/15,Boston College,Villanova,20,13,,
1948,10/23,Boston College,Mississippi,13,32,"@ Memphis, TN",
1948,10/29,Boston College,Clemson,19,26,,
1948,11/13,Boston College,William & Mary,14,14,,
1948,11/20,Boston College,St. Mary's,19,7,,
1948,11/27,Boston College,Holy Cross,21,20,"@ Boston, MA",
1947,9/26,Boston College,Clemson,32,22,,
1947,10/10,Boston College,Kansas State,49,13,,
1947,10/17,Boston College,Louisiana State,13,14,,
1947,10/24,Boston College,Villanova,6,0,,
1947,11/1,Boston College,Georgetown,27,6,,
1947,11/8,Boston College,Wake Forest,13,14,,
1947,11/15,Boston College,Tennessee,13,38,,
1947,11/22,Boston College,St. Mary's,25,7,,
1947,11/29,Boston College,Holy Cross,6,20,"@ Boston, MA",
1946,9/27,Boston College,Wake Forest,6,12,,
1946,10/5,Boston College,Michigan State,34,20,,
1946,10/12,Boston College,Merchant Marine,56,7,"@ Boston, MA",
1946,10/25,Boston College,Villanova,14,12,,
1946,11/2,Boston College,New York University,72,6,"@ New York, NY",
1946,11/9,Boston College,Georgetown,20,13,,
1946,11/16,Boston College,Tennessee,13,33,,
1946,11/23,Alabama,Boston College,7,13,,
1946,11/30,Boston College,Holy Cross,6,13,"@ Boston, MA",
1945,9/29,Boston College,Squantum NAS,13,0,,
1945,10/6,Boston College,Brown,6,51,,
1945,10/12,Boston College,New York University,28,0,"@ Boston, MA",
1945,10/27,Boston College,Merchant Marine,20,33,"@ Boston, MA",
1945,11/10,Boston College,Villanova,0,41,"@ Philadelphia, PA",
1945,11/17,Boston College,Scranton,12,0,,
1945,11/25,Boston College,Holy Cross,0,46,"@ Boston, MA",
1944,10/7,Boston College,Harvard,0,13,,
1944,10/13,Boston College,City College of New York,33,0,,
1944,10/20,Boston College,New York University,42,13,"@ Boston, MA",
1944,10/28,Boston College,Syracuse,19,12,,
1944,11/4,Boston College,Melville PT Boats,0,45,,
1944,11/12,Boston College,Brooklyn,24,21,,
1944,11/26,Boston College,Holy Cross,14,30,"@ Boston, MA",
1942,10/3,Boston College,West Virginia,33,0,,
1942,10/10,Boston College,Clemson,14,7,,
1942,10/17,Boston College,North Carolina Pre-Flight,7,6,,
1942,10/25,Boston College,Wake Forest,27,0,,
1942,10/31,Boston College,Georgetown,47,0,,
1942,11/7,Boston College,Temple,28,0,,
1942,11/14,Boston College,Fordham,56,6,"@ Boston, MA",
1942,11/21,Boston College,Boston University,37,0,"@ Boston, MA",
1942,11/28,Boston College,Holy Cross,12,55,"@ Boston, MA",
1942,1/1,Alabama,Boston College,37,21,"@ Miami, FL",Orange Bowl
1941,9/20,Boston College,St. Anselm,78,0,,
1941,9/27,Boston College,Tulane,7,21,,
1941,10/11,Boston College,Clemson,13,26,,
1941,10/18,Boston College,Manhattan,26,13,"@ Boston, MA",
1941,10/25,Boston College,Georgetown,14,6,,
1941,11/1,Boston College,Temple,31,0,,
1941,11/8,Boston College,Wake Forest,26,6,,
1941,11/15,Boston College,Tennessee,7,14,,
1941,11/22,Boston College,Boston University,19,7,,
1941,11/29,Boston College,Holy Cross,14,13,"@ Boston, MA",
1940,9/21,Boston College,Centre,40,0,,
1940,9/28,Boston College,Tulane,27,7,,
1940,10/12,Boston College,Temple,33,20,,
1940,10/19,Boston College,Idaho,60,0,,
1940,10/26,Boston College,St. Anselm,55,0,"@ Boston, MA",
1940,11/2,Boston College,Manhattan,25,0,,
1940,11/9,Boston College,Boston University,21,0,"@ Boston, MA",
1940,11/16,Boston College,Georgetown,19,18,,
1940,11/23,Auburn,Boston College,7,33,,
1940,11/30,Boston College,Holy Cross,7,0,,
1940,1/1,Boston College,Tennessee,19,13,"@ New Orleans, LA",Sugar Bowl
1939,9/30,Boston College,Lebanon Valley,45,0,,
1939,10/6,Boston College,St. Joseph's (Pennsylvania),20,6,,
1939,10/12,Boston College,Florida,0,7,,
1939,10/21,Boston College,Temple,19,0,,
1939,10/28,Boston College,St. Anselm,28,0,,
1939,11/4,Auburn,Boston College,7,13,,
1939,11/11,Boston College,Detroit Mercy,20,13,,
1939,11/18,Boston College,Boston University,19,0,"@ Boston, MA",
1939,11/25,Boston College,Kansas State,38,7,,
1939,12/2,Boston College,Holy Cross,14,0,,
1939,1/1,Boston College,Clemson,3,6,"@ Dallas, TX",Cotton Bowl
1938,9/24,Boston College,Canisius,63,12,,
1938,9/30,Boston College,Northeastern,13,0,,
1938,10/12,Boston College,Detroit Mercy,9,6,,
1938,10/21,Boston College,Temple,26,26,,
1938,10/29,Boston College,Florida,33,0,,
